date,year,month,quarter,day,day_of_week,day_name,month_name,is_weekend
2024-07-05,2024,7,3,5,4,Friday,July,0
2024-07-06,2024,7,3,6,5,Saturday,July,1
2024-07-07,2024,7,3,7,6,Sunday,July,1
2024-07-08,2024,7,3,8,0,Monday,July,0
2024-07-09,2024,7,3,9,1,Tuesday,July,0
2024-07-10,2024,7,3,10,2,Wednesday,July,0
2024-07-11,2024,7,3,11,3,Thursday,July,0
2024-07-12,2024,7,3,12,4,Friday,July,0
2024-07-13,2024,7,3,13,5,Saturday,July,1
2024-07-14,2024,7,3,14,6,Sunday,July,1
2024-07-15,2024,7,3,15,0,Monday,July,0
2024-07-16,2024,7,3,16,1,Tuesday,July,0
2024-07-17,2024,7,3,17,2,Wednesday,July,0
2024-07-18,2024,7,3,18,3,Thursday,July,0
2024-07-19,2024,7,3,19,4,Friday,July,0
2024-07-20,2024,7,3,20,5,Saturday,July,1
2024-07-21,2024,7,3,21,6,Sunday,July,1
2024-07-22,2024,7,3,22,0,Monday,July,0
2024-07-23,2024,7,3,23,1,Tuesday,July,0
2024-07-24,2024,7,3,24,2,Wednesday,July,0
2024-07-25,2024,7,3,25,3,Thursday,July,0
2024-07-26,2024,7,3,26,4,Friday,July,0
2024-07-27,2024,7,3,27,5,Saturday,July,1
2024-07-28,2024,7,3,28,6,Sunday,July,1
2024-07-29,2024,7,3,29,0,Monday,July,0
2024-07-30,2024,7,3,30,1,Tuesday,July,0
2024-07-31,2024,7,3,31,2,Wednesday,July,0
2024-08-01,2024,8,3,1,3,Thursday,August,0
2024-08-02,2024,8,3,2,4,Friday,August,0
2024-08-03,2024,8,3,3,5,Saturday,August,1
2024-08-04,2024,8,3,4,6,Sunday,August,1
2024-08-05,2024,8,3,5,0,Monday,August,0
2024-08-06,2024,8,3,6,1,Tuesday,August,0
2024-08-07,2024,8,3,7,2,Wednesday,August,0
2024-08-08,2024,8,3,8,3,Thursday,August,0
2024-08-09,2024,8,3,9,4,Friday,August,0
2024-08-10,2024,8,3,10,5,Saturday,August,1
2024-08-11,2024,8,3,11,6,Sunday,August,1
2024-08-12,2024,8,3,12,0,Monday,August,0
2024-08-13,2024,8,3,13,1,Tuesday,August,0
2024-08-14,2024,8,3,14,2,Wednesday,August,0
2024-08-15,2024,8,3,15,3,Thursday,August,0
2024-08-16,2024,8,3,16,4,Friday,August,0
2024-08-17,2024,8,3,17,5,Saturday,August,1
2024-08-18,2024,8,3,18,6,Sunday,August,1
2024-08-19,2024,8,3,19,0,Monday,August,0
2024-08-20,2024,8,3,20,1,Tuesday,August,0
2024-08-21,2024,8,3,21,2,Wednesday,August,0
2024-08-22,2024,8,3,22,3,Thursday,August,0
2024-08-23,2024,8,3,23,4,Friday,August,0
2024-08-24,2024,8,3,24,5,Saturday,August,1
2024-08-25,2024,8,3,25,6,Sunday,August,1
2024-08-26,2024,8,3,26,0,Monday,August,0
2024-08-27,2024,8,3,27,1,Tuesday,August,0
2024-08-28,2024,8,3,28,2,Wednesday,August,0
2024-08-29,2024,8,3,29,3,Thursday,August,0
2024-08-30,2024,8,3,30,4,Friday,August,0
2024-08-31,2024,8,3,31,5,Saturday,August,1
2024-09-01,2024,9,3,1,6,Sunday,September,1
2024-09-02,2024,9,3,2,0,Monday,September,0
2024-09-03,2024,9,3,3,1,Tuesday,September,0
2024-09-04,2024,9,3,4,2,Wednesday,September,0
2024-09-05,2024,9,3,5,3,Thursday,September,0
2024-09-06,2024,9,3,6,4,Friday,September,0
2024-09-07,2024,9,3,7,5,Saturday,September,1
2024-09-08,2024,9,3,8,6,Sunday,September,1
2024-09-09,2024,9,3,9,0,Monday,September,0
2024-09-10,2024,9,3,10,1,Tuesday,September,0
2024-09-11,2024,9,3,11,2,Wednesday,September,0
2024-09-12,2024,9,3,12,3,Thursday,September,0
2024-09-13,2024,9,3,13,4,Friday,September,0
2024-09-14,2024,9,3,14,5,Saturday,September,1
2024-09-15,2024,9,3,15,6,Sunday,September,1
2024-09-16,2024,9,3,16,0,Monday,September,0
2024-09-17,2024,9,3,17,1,Tuesday,September,0
2024-09-18,2024,9,3,18,2,Wednesday,September,0
2024-09-19,2024,9,3,19,3,Thursday,September,0
2024-09-20,2024,9,3,20,4,Friday,September,0
2024-09-21,2024,9,3,21,5,Saturday,September,1
2024-09-22,2024,9,3,22,6,Sunday,September,1
2024-09-23,2024,9,3,23,0,Monday,September,0
2024-09-24,2024,9,3,24,1,Tuesday,September,0
2024-09-25,2024,9,3,25,2,Wednesday,September,0
2024-09-26,2024,9,3,26,3,Thursday,September,0
2024-09-27,2024,9,3,27,4,Friday,September,0
2024-09-28,2024,9,3,28,5,Saturday,September,1
2024-09-29,2024,9,3,29,6,Sunday,September,1
2024-09-30,2024,9,3,30,0,Monday,September,0
2024-10-01,2024,10,4,1,1,Tuesday,October,0
2024-10-02,2024,10,4,2,2,Wednesday,October,0
2024-10-03,2024,10,4,3,3,Thursday,October,0
2024-10-04,2024,10,4,4,4,Friday,October,0
2024-10-05,2024,10,4,5,5,Saturday,October,1
2024-10-06,2024,10,4,6,6,Sunday,October,1
2024-10-07,2024,10,4,7,0,Monday,October,0
2024-10-08,2024,10,4,8,1,Tuesday,October,0
2024-10-09,2024,10,4,9,2,Wednesday,October,0
2024-10-10,2024,10,4,10,3,Thursday,October,0
2024-10-11,2024,10,4,11,4,Friday,October,0
2024-10-12,2024,10,4,12,5,Saturday,October,1
2024-10-13,2024,10,4,13,6,Sunday,October,1
2024-10-14,2024,10,4,14,0,Monday,October,0
2024-10-15,2024,10,4,15,1,Tuesday,October,0
2024-10-16,2024,10,4,16,2,Wednesday,October,0
2024-10-17,2024,10,4,17,3,Thursday,October,0
2024-10-18,2024,10,4,18,4,Friday,October,0
2024-10-19,2024,10,4,19,5,Saturday,October,1
2024-10-20,2024,10,4,20,6,Sunday,October,1
2024-10-21,2024,10,4,21,0,Monday,October,0
2024-10-22,2024,10,4,22,1,Tuesday,October,0
2024-10-23,2024,10,4,23,2,Wednesday,October,0
2024-10-24,2024,10,4,24,3,Thursday,October,0
2024-10-25,2024,10,4,25,4,Friday,October,0
2024-10-26,2024,10,4,26,5,Saturday,October,1
2024-10-27,2024,10,4,27,6,Sunday,October,1
2024-10-28,2024,10,4,28,0,Monday,October,0
2024-10-29,2024,10,4,29,1,Tuesday,October,0
2024-10-30,2024,10,4,30,2,Wednesday,October,0
2024-10-31,2024,10,4,31,3,Thursday,October,0
2024-11-01,2024,11,4,1,4,Friday,November,0
2024-11-02,2024,11,4,2,5,Saturday,November,1
2024-11-03,2024,11,4,3,6,Sunday,November,1
2024-11-04,2024,11,4,4,0,Monday,November,0
2024-11-05,2024,11,4,5,1,Tuesday,November,0
2024-11-06,2024,11,4,6,2,Wednesday,November,0
2024-11-07,2024,11,4,7,3,Thursday,November,0
2024-11-08,2024,11,4,8,4,Friday,November,0
2024-11-09,2024,11,4,9,5,Saturday,November,1
2024-11-10,2024,11,4,10,6,Sunday,November,1
2024-11-11,2024,11,4,11,0,Monday,November,0
2024-11-12,2024,11,4,12,1,Tuesday,November,0
2024-11-13,2024,11,4,13,2,Wednesday,November,0
2024-11-14,2024,11,4,14,3,Thursday,November,0
2024-11-15,2024,11,4,15,4,Friday,November,0
2024-11-16,2024,11,4,16,5,Saturday,November,1
2024-11-17,2024,11,4,17,6,Sunday,November,1
2024-11-18,2024,11,4,18,0,Monday,November,0
2024-11-19,2024,11,4,19,1,Tuesday,November,0
2024-11-20,2024,11,4,20,2,Wednesday,November,0
2024-11-21,2024,11,4,21,3,Thursday,November,0
2024-11-22,2024,11,4,22,4,Friday,November,0
2024-11-23,2024,11,4,23,5,Saturday,November,1
2024-11-24,2024,11,4,24,6,Sunday,November,1
2024-11-25,2024,11,4,25,0,Monday,November,0
2024-11-26,2024,11,4,26,1,Tuesday,November,0
2024-11-27,2024,11,4,27,2,Wednesday,November,0
2024-11-28,2024,11,4,28,3,Thursday,November,0
2024-11-29,2024,11,4,29,4,Friday,November,0
2024-11-30,2024,11,4,30,5,Saturday,November,1
2024-12-01,2024,12,4,1,6,Sunday,December,1
2024-12-02,2024,12,4,2,0,Monday,December,0
2024-12-03,2024,12,4,3,1,Tuesday,December,0
2024-12-04,2024,12,4,4,2,Wednesday,December,0
2024-12-05,2024,12,4,5,3,Thursday,December,0
2024-12-06,2024,12,4,6,4,Friday,December,0
2024-12-07,2024,12,4,7,5,Saturday,December,1
2024-12-08,2024,12,4,8,6,Sunday,December,1
2024-12-09,2024,12,4,9,0,Monday,December,0
2024-12-10,2024,12,4,10,1,Tuesday,December,0
2024-12-11,2024,12,4,11,2,Wednesday,December,0
2024-12-12,2024,12,4,12,3,Thursday,December,0
2024-12-13,2024,12,4,13,4,Friday,December,0
2024-12-14,2024,12,4,14,5,Saturday,December,1
2024-12-15,2024,12,4,15,6,Sunday,December,1
2024-12-16,2024,12,4,16,0,Monday,December,0
2024-12-17,2024,12,4,17,1,Tuesday,December,0
2024-12-18,2024,12,4,18,2,Wednesday,December,0
2024-12-19,2024,12,4,19,3,Thursday,December,0
2024-12-20,2024,12,4,20,4,Friday,December,0
2024-12-21,2024,12,4,21,5,Saturday,December,1
2024-12-22,2024,12,4,22,6,Sunday,December,1
2024-12-23,2024,12,4,23,0,Monday,December,0
2024-12-24,2024,12,4,24,1,Tuesday,December,0
2024-12-25,2024,12,4,25,2,Wednesday,December,0
2024-12-26,2024,12,4,26,3,Thursday,December,0
2024-12-27,2024,12,4,27,4,Friday,December,0
2024-12-28,2024,12,4,28,5,Saturday,December,1
2024-12-29,2024,12,4,29,6,Sunday,December,1
2024-12-30,2024,12,4,30,0,Monday,December,0
2024-12-31,2024,12,4,31,1,Tuesday,December,0
2025-01-01,2025,1,1,1,2,Wednesday,January,0
2025-01-02,2025,1,1,2,3,Thursday,January,0
2025-01-03,2025,1,1,3,4,Friday,January,0
2025-01-04,2025,1,1,4,5,Saturday,January,1
2025-01-05,2025,1,1,5,6,Sunday,January,1
2025-01-06,2025,1,1,6,0,Monday,January,0
2025-01-07,2025,1,1,7,1,Tuesday,January,0
2025-01-08,2025,1,1,8,2,Wednesday,January,0
2025-01-09,2025,1,1,9,3,Thursday,January,0
2025-01-10,2025,1,1,10,4,Friday,January,0
2025-01-11,2025,1,1,11,5,Saturday,January,1
2025-01-12,2025,1,1,12,6,Sunday,January,1
2025-01-13,2025,1,1,13,0,Monday,January,0
2025-01-14,2025,1,1,14,1,Tuesday,January,0
2025-01-15,2025,1,1,15,2,Wednesday,January,0
2025-01-16,2025,1,1,16,3,Thursday,January,0
2025-01-17,2025,1,1,17,4,Friday,January,0
2025-01-18,2025,1,1,18,5,Saturday,January,1
2025-01-19,2025,1,1,19,6,Sunday,January,1
2025-01-20,2025,1,1,20,0,Monday,January,0
2025-01-21,2025,1,1,21,1,Tuesday,January,0
2025-01-22,2025,1,1,22,2,Wednesday,January,0
2025-01-23,2025,1,1,23,3,Thursday,January,0
2025-01-24,2025,1,1,24,4,Friday,January,0
2025-01-25,2025,1,1,25,5,Saturday,January,1
2025-01-26,2025,1,1,26,6,Sunday,January,1
2025-01-27,2025,1,1,27,0,Monday,January,0
2025-01-28,2025,1,1,28,1,Tuesday,January,0
2025-01-29,2025,1,1,29,2,Wednesday,January,0
2025-01-30,2025,1,1,30,3,Thursday,January,0
2025-01-31,2025,1,1,31,4,Friday,January,0
2025-02-01,2025,2,1,1,5,Saturday,February,1
2025-02-02,2025,2,1,2,6,Sunday,February,1
2025-02-03,2025,2,1,3,0,Monday,February,0
2025-02-04,2025,2,1,4,1,Tuesday,February,0
2025-02-05,2025,2,1,5,2,Wednesday,February,0
2025-02-06,2025,2,1,6,3,Thursday,February,0
2025-02-07,2025,2,1,7,4,Friday,February,0
2025-02-08,2025,2,1,8,5,Saturday,February,1
2025-02-09,2025,2,1,9,6,Sunday,February,1
2025-02-10,2025,2,1,10,0,Monday,February,0
2025-02-11,2025,2,1,11,1,Tuesday,February,0
2025-02-12,2025,2,1,12,2,Wednesday,February,0
2025-02-13,2025,2,1,13,3,Thursday,February,0
2025-02-14,2025,2,1,14,4,Friday,February,0
2025-02-15,2025,2,1,15,5,Saturday,February,1
2025-02-16,2025,2,1,16,6,Sunday,February,1
2025-02-17,2025,2,1,17,0,Monday,February,0
2025-02-18,2025,2,1,18,1,Tuesday,February,0
2025-02-19,2025,2,1,19,2,Wednesday,February,0
2025-02-20,2025,2,1,20,3,Thursday,February,0
2025-02-21,2025,2,1,21,4,Friday,February,0
2025-02-22,2025,2,1,22,5,Saturday,February,1
2025-02-23,2025,2,1,23,6,Sunday,February,1
2025-02-24,2025,2,1,24,0,Monday,February,0
2025-02-25,2025,2,1,25,1,Tuesday,February,0
2025-02-26,2025,2,1,26,2,Wednesday,February,0
2025-02-27,2025,2,1,27,3,Thursday,February,0
2025-02-28,2025,2,1,28,4,Friday,February,0
2025-03-01,2025,3,1,1,5,Saturday,March,1
2025-03-02,2025,3,1,2,6,Sunday,March,1
2025-03-03,2025,3,1,3,0,Monday,March,0
2025-03-04,2025,3,1,4,1,Tuesday,March,0
2025-03-05,2025,3,1,5,2,Wednesday,March,0
2025-03-06,2025,3,1,6,3,Thursday,March,0
2025-03-07,2025,3,1,7,4,Friday,March,0
2025-03-08,2025,3,1,8,5,Saturday,March,1
2025-03-09,2025,3,1,9,6,Sunday,March,1
2025-03-10,2025,3,1,10,0,Monday,March,0
2025-03-11,2025,3,1,11,1,Tuesday,March,0
2025-03-12,2025,3,1,12,2,Wednesday,March,0
2025-03-13,2025,3,1,13,3,Thursday,March,0
2025-03-14,2025,3,1,14,4,Friday,March,0
2025-03-15,2025,3,1,15,5,Saturday,March,1
2025-03-16,2025,3,1,16,6,Sunday,March,1
2025-03-17,2025,3,1,17,0,Monday,March,0
2025-03-18,2025,3,1,18,1,Tuesday,March,0
2025-03-19,2025,3,1,19,2,Wednesday,March,0
2025-03-20,2025,3,1,20,3,Thursday,March,0
2025-03-21,2025,3,1,21,4,Friday,March,0
2025-03-22,2025,3,1,22,5,Saturday,March,1
2025-03-23,2025,3,1,23,6,Sunday,March,1
2025-03-24,2025,3,1,24,0,Monday,March,0
2025-03-25,2025,3,1,25,1,Tuesday,March,0
2025-03-26,2025,3,1,26,2,Wednesday,March,0
2025-03-27,2025,3,1,27,3,Thursday,March,0
2025-03-28,2025,3,1,28,4,Friday,March,0
2025-03-29,2025,3,1,29,5,Saturday,March,1
2025-03-30,2025,3,1,30,6,Sunday,March,1
2025-03-31,2025,3,1,31,0,Monday,March,0
2025-04-01,2025,4,2,1,1,Tuesday,April,0
2025-04-02,2025,4,2,2,2,Wednesday,April,0
2025-04-03,2025,4,2,3,3,Thursday,April,0
2025-04-04,2025,4,2,4,4,Friday,April,0
2025-04-05,2025,4,2,5,5,Saturday,April,1
2025-04-06,2025,4,2,6,6,Sunday,April,1
2025-04-07,2025,4,2,7,0,Monday,April,0
2025-04-08,2025,4,2,8,1,Tuesday,April,0
2025-04-09,2025,4,2,9,2,Wednesday,April,0
2025-04-10,2025,4,2,10,3,Thursday,April,0
2025-04-11,2025,4,2,11,4,Friday,April,0
2025-04-12,2025,4,2,12,5,Saturday,April,1
2025-04-13,2025,4,2,13,6,Sunday,April,1
2025-04-14,2025,4,2,14,0,Monday,April,0
2025-04-15,2025,4,2,15,1,Tuesday,April,0
2025-04-16,2025,4,2,16,2,Wednesday,April,0
2025-04-17,2025,4,2,17,3,Thursday,April,0
2025-04-18,2025,4,2,18,4,Friday,April,0
2025-04-19,2025,4,2,19,5,Saturday,April,1
2025-04-20,2025,4,2,20,6,Sunday,April,1
2025-04-21,2025,4,2,21,0,Monday,April,0
2025-04-22,2025,4,2,22,1,Tuesday,April,0
2025-04-23,2025,4,2,23,2,Wednesday,April,0
2025-04-24,2025,4,2,24,3,Thursday,April,0
2025-04-25,2025,4,2,25,4,Friday,April,0
2025-04-26,2025,4,2,26,5,Saturday,April,1
2025-04-27,2025,4,2,27,6,Sunday,April,1
2025-04-28,2025,4,2,28,0,Monday,April,0
2025-04-29,2025,4,2,29,1,Tuesday,April,0
2025-04-30,2025,4,2,30,2,Wednesday,April,0
2025-05-01,2025,5,2,1,3,Thursday,May,0
2025-05-02,2025,5,2,2,4,Friday,May,0
2025-05-03,2025,5,2,3,5,Saturday,May,1
2025-05-04,2025,5,2,4,6,Sunday,May,1
2025-05-05,2025,5,2,5,0,Monday,May,0
2025-05-06,2025,5,2,6,1,Tuesday,May,0
2025-05-07,2025,5,2,7,2,Wednesday,May,0
2025-05-08,2025,5,2,8,3,Thursday,May,0
2025-05-09,2025,5,2,9,4,Friday,May,0
2025-05-10,2025,5,2,10,5,Saturday,May,1
2025-05-11,2025,5,2,11,6,Sunday,May,1
2025-05-12,2025,5,2,12,0,Monday,May,0
2025-05-13,2025,5,2,13,1,Tuesday,May,0
2025-05-14,2025,5,2,14,2,Wednesday,May,0
2025-05-15,2025,5,2,15,3,Thursday,May,0
2025-05-16,2025,5,2,16,4,Friday,May,0
2025-05-17,2025,5,2,17,5,Saturday,May,1
2025-05-18,2025,5,2,18,6,Sunday,May,1
2025-05-19,2025,5,2,19,0,Monday,May,0
2025-05-20,2025,5,2,20,1,Tuesday,May,0
2025-05-21,2025,5,2,21,2,Wednesday,May,0
2025-05-22,2025,5,2,22,3,Thursday,May,0
2025-05-23,2025,5,2,23,4,Friday,May,0
2025-05-24,2025,5,2,24,5,Saturday,May,1
2025-05-25,2025,5,2,25,6,Sunday,May,1
2025-05-26,2025,5,2,26,0,Monday,May,0
2025-05-27,2025,5,2,27,1,Tuesday,May,0
2025-05-28,2025,5,2,28,2,Wednesday,May,0
2025-05-29,2025,5,2,29,3,Thursday,May,0
2025-05-30,2025,5,2,30,4,Friday,May,0
2025-05-31,2025,5,2,31,5,Saturday,May,1
2025-06-01,2025,6,2,1,6,Sunday,June,1
2025-06-02,2025,6,2,2,0,Monday,June,0
2025-06-03,2025,6,2,3,1,Tuesday,June,0
2025-06-04,2025,6,2,4,2,Wednesday,June,0
2025-06-05,2025,6,2,5,3,Thursday,June,0
2025-06-06,2025,6,2,6,4,Friday,June,0
2025-06-07,2025,6,2,7,5,Saturday,June,1
2025-06-08,2025,6,2,8,6,Sunday,June,1
2025-06-09,2025,6,2,9,0,Monday,June,0
2025-06-10,2025,6,2,10,1,Tuesday,June,0
2025-06-11,2025,6,2,11,2,Wednesday,June,0
2025-06-12,2025,6,2,12,3,Thursday,June,0
2025-06-13,2025,6,2,13,4,Friday,June,0
2025-06-14,2025,6,2,14,5,Saturday,June,1
2025-06-15,2025,6,2,15,6,Sunday,June,1
2025-06-16,2025,6,2,16,0,Monday,June,0
2025-06-17,2025,6,2,17,1,Tuesday,June,0
2025-06-18,2025,6,2,18,2,Wednesday,June,0
2025-06-19,2025,6,2,19,3,Thursday,June,0
2025-06-20,2025,6,2,20,4,Friday,June,0
2025-06-21,2025,6,2,21,5,Saturday,June,1
2025-06-22,2025,6,2,22,6,Sunday,June,1
2025-06-23,2025,6,2,23,0,Monday,June,0
2025-06-24,2025,6,2,24,1,Tuesday,June,0
2025-06-25,2025,6,2,25,2,Wednesday,June,0
2025-06-26,2025,6,2,26,3,Thursday,June,0
2025-06-27,2025,6,2,27,4,Friday,June,0
2025-06-28,2025,6,2,28,5,Saturday,June,1
2025-06-29,2025,6,2,29,6,Sunday,June,1
2025-06-30,2025,6,2,30,0,Monday,June,0
2025-07-01,2025,7,3,1,1,Tuesday,July,0
2025-07-02,2025,7,3,2,2,Wednesday,July,0
2025-07-03,2025,7,3,3,3,Thursday,July,0
2025-07-04,2025,7,3,4,4,Friday,July,0
2025-07-05,2025,7,3,5,5,Saturday,July,1
2025-07-06,2025,7,3,6,6,Sunday,July,1
2025-07-07,2025,7,3,7,0,Monday,July,0
2025-07-08,2025,7,3,8,1,Tuesday,July,0
2025-07-09,2025,7,3,9,2,Wednesday,July,0
2025-07-10,2025,7,3,10,3,Thursday,July,0
2025-07-11,2025,7,3,11,4,Friday,July,0
2025-07-12,2025,7,3,12,5,Saturday,July,1
2025-07-13,2025,7,3,13,6,Sunday,July,1
2025-07-14,2025,7,3,14,0,Monday,July,0
2025-07-15,2025,7,3,15,1,Tuesday,July,0
2025-07-16,2025,7,3,16,2,Wednesday,July,0
2025-07-17,2025,7,3,17,3,Thursday,July,0
2025-07-18,2025,7,3,18,4,Friday,July,0
2025-07-19,2025,7,3,19,5,Saturday,July,1
2025-07-20,2025,7,3,20,6,Sunday,July,1
2025-07-21,2025,7,3,21,0,Monday,July,0
2025-07-22,2025,7,3,22,1,Tuesday,July,0
2025-07-23,2025,7,3,23,2,Wednesday,July,0
2025-07-24,2025,7,3,24,3,Thursday,July,0
2025-07-25,2025,7,3,25,4,Friday,July,0
2025-07-26,2025,7,3,26,5,Saturday,July,1
2025-07-27,2025,7,3,27,6,Sunday,July,1
2025-07-28,2025,7,3,28,0,Monday,July,0
2025-07-29,2025,7,3,29,1,Tuesday,July,0
2025-07-30,2025,7,3,30,2,Wednesday,July,0
2025-07-31,2025,7,3,31,3,Thursday,July,0
2025-08-01,2025,8,3,1,4,Friday,August,0
2025-08-02,2025,8,3,2,5,Saturday,August,1
2025-08-03,2025,8,3,3,6,Sunday,August,1
2025-08-04,2025,8,3,4,0,Monday,August,0
2025-08-05,2025,8,3,5,1,Tuesday,August,0
2025-08-06,2025,8,3,6,2,Wednesday,August,0
2025-08-07,2025,8,3,7,3,Thursday,August,0
2025-08-08,2025,8,3,8,4,Friday,August,0
2025-08-09,2025,8,3,9,5,Saturday,August,1
2025-08-10,2025,8,3,10,6,Sunday,August,1
2025-08-11,2025,8,3,11,0,Monday,August,0
2025-08-12,2025,8,3,12,1,Tuesday,August,0
2025-08-13,2025,8,3,13,2,Wednesday,August,0
2025-08-14,2025,8,3,14,3,Thursday,August,0
2025-08-15,2025,8,3,15,4,Friday,August,0
2025-08-16,2025,8,3,16,5,Saturday,August,1
2025-08-17,2025,8,3,17,6,Sunday,August,1
2025-08-18,2025,8,3,18,0,Monday,August,0
2025-08-19,2025,8,3,19,1,Tuesday,August,0
2025-08-20,2025,8,3,20,2,Wednesday,August,0
2025-08-21,2025,8,3,21,3,Thursday,August,0
2025-08-22,2025,8,3,22,4,Friday,August,0
2025-08-23,2025,8,3,23,5,Saturday,August,1
2025-08-24,2025,8,3,24,6,Sunday,August,1
2025-08-25,2025,8,3,25,0,Monday,August,0
2025-08-26,2025,8,3,26,1,Tuesday,August,0
2025-08-27,2025,8,3,27,2,Wednesday,August,0
2025-08-28,2025,8,3,28,3,Thursday,August,0
2025-08-29,2025,8,3,29,4,Friday,August,0
2025-08-30,2025,8,3,30,5,Saturday,August,1
2025-08-31,2025,8,3,31,6,Sunday,August,1
2025-09-01,2025,9,3,1,0,Monday,September,0
2025-09-02,2025,9,3,2,1,Tuesday,September,0
2025-09-03,2025,9,3,3,2,Wednesday,September,0
2025-09-04,2025,9,3,4,3,Thursday,September,0
2025-09-05,2025,9,3,5,4,Friday,September,0
2025-09-06,2025,9,3,6,5,Saturday,September,1
2025-09-07,2025,9,3,7,6,Sunday,September,1
2025-09-08,2025,9,3,8,0,Monday,September,0
2025-09-09,2025,9,3,9,1,Tuesday,September,0
2025-09-10,2025,9,3,10,2,Wednesday,September,0
2025-09-11,2025,9,3,11,3,Thursday,September,0
2025-09-12,2025,9,3,12,4,Friday,September,0
2025-09-13,2025,9,3,13,5,Saturday,September,1
2025-09-14,2025,9,3,14,6,Sunday,September,1
2025-09-15,2025,9,3,15,0,Monday,September,0
2025-09-16,2025,9,3,16,1,Tuesday,September,0
2025-09-17,2025,9,3,17,2,Wednesday,September,0
2025-09-18,2025,9,3,18,3,Thursday,September,0
2025-09-19,2025,9,3,19,4,Friday,September,0
2025-09-20,2025,9,3,20,5,Saturday,September,1
2025-09-21,2025,9,3,21,6,Sunday,September,1
2025-09-22,2025,9,3,22,0,Monday,September,0
2025-09-23,2025,9,3,23,1,Tuesday,September,0
2025-09-24,2025,9,3,24,2,Wednesday,September,0
2025-09-25,2025,9,3,25,3,Thursday,September,0
2025-09-26,2025,9,3,26,4,Friday,September,0
2025-09-27,2025,9,3,27,5,Saturday,September,1
2025-09-28,2025,9,3,28,6,Sunday,September,1
2025-09-29,2025,9,3,29,0,Monday,September,0
2025-09-30,2025,9,3,30,1,Tuesday,September,0
2025-10-01,2025,10,4,1,2,Wednesday,October,0
2025-10-02,2025,10,4,2,3,Thursday,October,0
2025-10-03,2025,10,4,3,4,Friday,October,0
2025-10-04,2025,10,4,4,5,Saturday,October,1
